"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330303104","Block Group 4, Census Tract 303.10, King County, Washington","849","106","null","null","0","null","12","null","20","null","22","null","75","71","null","null","22","18","null","null","0","12","null","null","40","null","38","null","64","null","64","null","27","24","null","null","31","29","null","null","161","null","107","null","133","null","94","null","73","null","48","null","98","69","null","null","6","11","null","null","63","null","28","null","36","null","32","null",
"1500000US530330303111","Block Group 1, Census Tract 303.11, King County, Washington","439","67","null","null","12","null","21","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","8","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null","8","null","12","null","68","null","58","null","68","null","49","null","127","58","null","null","64","40","null","null","58","null","40","null","26","null","28","null",
"1500000US530330303112","Block Group 2, Census Tract 303.11, King County, Washington","578","95","null","null","22","null","36","null","11","null","16","null","38","46","null","null","49","53","null","null","36","37","null","null","6","null","9","null","33","null","39","null","10","16","null","null","51","50","null","null","32","null","30","null","29","null","37","null","126","null","64","null","62","42","null","null","0","12","null","null","65","null","46","null","8","null","13","null",
"1500000US530330303113","Block Group 3, Census Tract 303.11, King County, Washington","433","72","null","null","8","null","12","null","0","null","12","null","9","14","null","null","9","15","null","null","23","36","null","null","13","null","18","null","15","null","19","null","14","23","null","null","17","18","null","null","24","null","22","null","24","null","21","null","87","null","45","null","115","68","null","null","18","23","null","null","35","null","32","null","22","null","24","null",
"1500000US530330303114","Block Group 4, Census Tract 303.11, King County, Washington","268","73","null","null","16","null","18","null","0","null","12","null","8","12","null","null","0","12","null","null","61","69","null","null","8","null","16","null","31","null","33","null","0","12","null","null","8","13","null","null","7","null","12","null","18","null","20","null","50","null","30","null","32","29","null","null","0","12","null","null","11","null","16","null","18","null","20","null",
"1500000US530330303121","Block Group 1, Census Tract 303.12, King County, Washington","546","113","null","null","10","null","16","null","86","null","44","null","31","42","null","null","41","50","null","null","99","76","null","null","20","null","22","null","10","null","16","null","21","25","null","null","47","39","null","null","45","null","36","null","37","null","54","null","68","null","53","null","10","17","null","null","10","16","null","null","0","null","12","null","11","null","17","null",
"1500000US530330303122","Block Group 2, Census Tract 303.12, King County, Washington","473","122","null","null","31","null","48","null","9","null","14","null","0","12","null","null","50","55","null","null","0","12","null","null","31","null","29","null","23","null","27","null","80","68","null","null","10","18","null","null","27","null","27","null","68","null","61","null","74","null","66","null","62","50","null","null","8","14","null","null","0","null","12","null","0","null","12","null",
"1500000US530330303123","Block Group 3, Census Tract 303.12, King County, Washington","331","74","null","null","11","null","17","null","22","null","26","null","0","12","null","null","10","17","null","null","17","25","null","null","0","null","12","null","8","null","13","null","13","21","null","null","19","22","null","null","27","null","30","null","51","null","36","null","53","null","36","null","63","41","null","null","14","22","null","null","12","null","19","null","11","null","18","null",
"1500000US530330303124","Block Group 4, Census Tract 303.12, King County, Washington","449","90","null","null","10","null","16","null","0","null","12","null","28","42","null","null","8","13","null","null","10","17","null","null","0","null","12","null","0","null","12","null","0","12","null","null","29","28","null","null","64","null","46","null","74","null","67","null","8","null","12","null","96","45","null","null","79","41","null","null","43","null","57","null","0","null","12","null",
"1500000US530330303131","Block Group 1, Census Tract 303.13, King County, Washington","689","125","null","null","46","null","33","null","75","null","50","null","23","25","null","null","77","75","null","null","27","30","null","null","67","null","42","null","18","null","20","null","41","50","null","null","75","70","null","null","84","null","62","null","82","null","55","null","43","null","34","null","15","24","null","null","16","19","null","null","0","null","12","null","0","null","12","null",
"1500000US530330303132","Block Group 2, Census Tract 303.13, King County, Washington","867","134","null","null","80","null","43","null","49","null","35","null","33","30","null","null","19","19","null","null","61","60","null","null","65","null","49","null","47","null","35","null","13","19","null","null","68","46","null","null","128","null","83","null","88","null","66","null","154","null","112","null","35","39","null","null","4","8","null","null","2","null","8","null","21","null","25","null",
"1500000US530330303141","Block Group 1, Census Tract 303.14, King County, Washington","893","130","null","null","194","null","120","null","29","null","27","null","88","70","null","null","0","12","null","null","76","49","null","null","14","null","16","null","67","null","47","null","9","14","null","null","11","20","null","null","88","null","69","null","117","null","58","null","163","null","94","null","27","31","null","null","0","12","null","null","0","null","12","null","10","null","15","null",
"1500000US530330303142","Block Group 2, Census Tract 303.14, King County, Washington","409","76","null","null","15","null","23","null","41","null","34","null","21","23","null","null","9","13","null","null","12","19","null","null","0","null","12","null","0","null","12","null","40","44","null","null","19","21","null","null","24","null","26","null","62","null","49","null","59","null","45","null","24","25","null","null","50","43","null","null","19","null","21","null","14","null","22","null",
"1500000US530330303143","Block Group 3, Census Tract 303.14, King County, Washington","696","116","null","null","139","null","84","null","61","null","92","null","44","55","null","null","0","12","null","null","21","24","null","null","70","null","46","null","23","null","27","null","28","28","null","null","29","25","null","null","56","null","40","null","44","null","30","null","68","null","52","null","26","27","null","null","43","34","null","null","37","null","41","null","7","null","14","null",
"1500000US530330304011","Block Group 1, Census Tract 304.01, King County, Washington","862","169","null","null","78","null","93","null","57","null","64","null","15","23","null","null","44","51","null","null","21","33","null","null","12","null","21","null","80","null","88","null","0","12","null","null","52","63","null","null","45","null","54","null","184","null","89","null","94","null","71","null","35","41","null","null","77","94","null","null","30","null","35","null","38","null","58","null",
"1500000US530330304012","Block Group 2, Census Tract 304.01, King County, Washington","622","138","null","null","16","null","26","null","0","null","12","null","0","12","null","null","16","26","null","null","33","34","null","null","16","null","25","null","0","null","12","null","60","74","null","null","0","12","null","null","88","null","73","null","0","null","12","null","115","null","88","null","78","65","null","null","64","59","null","null","88","null","60","null","48","null","40","null",
"1500000US530330304013","Block Group 3, Census Tract 304.01, King County, Washington","524","118","null","null","0","null","12","null","15","null","25","null","16","27","null","null","20","33","null","null","82","81","null","null","0","null","12","null","0","null","12","null","0","12","null","null","26","31","null","null","52","null","84","null","38","null","44","null","87","null","68","null","37","47","null","null","139","81","null","null","12","null","24","null","0","null","12","null",
"1500000US530330304014","Block Group 4, Census Tract 304.01, King County, Washington","524","118","null","null","15","null","22","null","0","null","12","null","95","89","null","null","0","12","null","null","34","39","null","null","62","null","95","null","0","null","12","null","0","12","null","null","37","57","null","null","30","null","46","null","47","null","38","null","80","null","52","null","28","34","null","null","0","12","null","null","71","null","59","null","25","null","28","null",
"1500000US530330304015","Block Group 5, Census Tract 304.01, King County, Washington","747","186","null","null","0","null","12","null","59","null","91","null","21","32","null","null","20","34","null","null","27","32","null","null","0","null","12","null","57","null","92","null","16","28","null","null","0","12","null","null","81","null","75","null","115","null","111","null","273","null","163","null","0","12","null","null","65","68","null","null","0","null","12","null","13","null","21","null",
"1500000US530330304031","Block Group 1, Census Tract 304.03, King County, Washington","584","95","null","null","0","null","12","null","8","null","14","null","0","12","null","null","43","45","null","null","27","26","null","null","17","null","18","null","62","null","44","null","83","61","null","null","16","19","null","null","38","null","25","null","88","null","54","null","91","null","65","null","8","13","null","null","61","40","null","null","42","null","32","null","0","null","12","null",
"1500000US530330304032","Block Group 2, Census Tract 304.03, King County, Washington","449","71","null","null","37","null","42","null","0","null","12","null","18","21","null","null","9","16","null","null","0","12","null","null","7","null","11","null","0","null","12","null","13","20","null","null","7","12","null","null","19","null","22","null","19","null","21","null","103","null","67","null","74","55","null","null","42","31","null","null","51","null","36","null","50","null","46","null",
"1500000US530330304033","Block Group 3, Census Tract 304.03, King County, Washington","646","89","null","null","34","null","43","null","7","null","11","null","7","12","null","null","9","14","null","null","0","12","null","null","24","null","37","null","35","null","46","null","16","18","null","null","29","28","null","null","51","null","36","null","65","null","41","null","91","null","45","null","89","63","null","null","37","30","null","null","61","null","37","null","91","null","71","null",
"1500000US530330304041","Block Group 1, Census Tract 304.04, King County, Washington","687","77","null","null","28","null","46","null","10","null","15","null","0","12","null","null","17","17","null","null","19","22","null","null","12","null","18","null","41","null","39","null","19","20","null","null","44","42","null","null","52","null","37","null","80","null","51","null","43","null","35","null","81","46","null","null","78","52","null","null","142","null","78","null","21","null","22","null",
"1500000US530330304042","Block Group 2, Census Tract 304.04, King County, Washington","501","71","null","null","20","null","21","null","0","null","12","null","0","12","null","null","20","22","null","null","0","12","null","null","11","null","17","null","11","null","17","null","10","15","null","null","27","25","null","null","62","null","39","null","45","null","27","null","44","null","32","null","62","57","null","null","86","53","null","null","70","null","37","null","33","null","37","null",
"1500000US530330304043","Block Group 3, Census Tract 304.04, King County, Washington","448","82","null","null","0","null","12","null","0","null","12","null","0","12","null","null","29","47","null","null","10","16","null","null","0","null","12","null","0","null","12","null","0","12","null","null","45","42","null","null","55","null","49","null","56","null","50","null","71","null","42","null","74","43","null","null","29","28","null","null","52","null","48","null","27","null","42","null",
"1500000US530330305011","Block Group 1, Census Tract 305.01, King County, Washington","419","56","null","null","104","null","51","null","10","null","11","null","35","24","null","null","19","24","null","null","20","15","null","null","26","null","25","null","5","null","7","null","17","14","null","null","12","13","null","null","38","null","21","null","47","null","33","null","51","null","26","null","19","14","null","null","0","12","null","null","12","null","13","null","4","null","7","null",
"1500000US530330305012","Block Group 2, Census Tract 305.01, King County, Washington","552","56","null","null","139","null","49","null","104","null","40","null","48","23","null","null","20","15","null","null","41","32","null","null","34","null","18","null","13","null","12","null","46","27","null","null","5","7","null","null","38","null","36","null","18","null","16","null","25","null","22","null","6","9","null","null","0","12","null","null","6","null","10","null","9","null","14","null",
"1500000US530330305031","Block Group 1, Census Tract 305.03, King County, Washington","967","155","null","null","37","null","55","null","6","null","10","null","97","98","null","null","88","70","null","null","84","57","null","null","56","null","45","null","50","null","51","null","17","27","null","null","81","80","null","null","53","null","43","null","88","null","66","null","162","null","97","null","34","44","null","null","53","44","null","null","61","null","76","null","0","null","12","null",
"1500000US530330305032","Block Group 2, Census Tract 305.03, King County, Washington","1162","155","null","null","48","null","44","null","8","null","14","null","78","46","null","null","35","42","null","null","23","27","null","null","135","null","87","null","110","null","94","null","40","40","null","null","46","31","null","null","100","null","61","null","112","null","90","null","204","null","107","null","135","75","null","null","0","12","null","null","16","null","21","null","72","null","45","null",
"1500000US530330305041","Block Group 1, Census Tract 305.04, King County, Washington","303","78","null","null","47","null","44","null","0","null","12","null","9","13","null","null","14","15","null","null","0","12","null","null","21","null","29","null","25","null","40","null","23","24","null","null","8","12","null","null","61","null","50","null","8","null","13","null","32","null","23","null","33","39","null","null","16","17","null","null","6","null","10","null","0","null","12","null",
"1500000US530330305042","Block Group 2, Census Tract 305.04, King County, Washington","521","84","null","null","45","null","43","null","30","null","22","null","8","13","null","null","0","12","null","null","15","16","null","null","45","null","47","null","30","null","35","null","52","44","null","null","33","48","null","null","37","null","22","null","29","null","27","null","111","null","71","null","24","21","null","null","21","25","null","null","33","null","23","null","8","null","12","null",
"1500000US530330305043","Block Group 3, Census Tract 305.04, King County, Washington","436","82","null","null","40","null","43","null","53","null","41","null","54","52","null","null","8","13","null","null","0","12","null","null","8","null","12","null","10","null","17","null","0","12","null","null","25","39","null","null","36","null","27","null","71","null","46","null","89","null","67","null","15","22","null","null","7","12","null","null","0","null","12","null","20","null","24","null",
