"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330319035","Block Group 5, Census Tract 319.03, King County, Washington","1248","null","292","null","894","263","null","null","0","12","null","null","0","12","null","null","101","80","null","null","0","null","12","null","130","null","129","null","123","102","null","null","89","95","null","null","34","38","null","null",
"1500000US530330319041","Block Group 1, Census Tract 319.04, King County, Washington","1644","null","300","null","1425","257","null","null","0","12","null","null","15","23","null","null","56","45","null","null","0","null","12","null","9","null","16","null","139","125","null","null","0","12","null","null","139","125","null","null",
"1500000US530330319042","Block Group 2, Census Tract 319.04, King County, Washington","829","null","205","null","761","194","null","null","0","12","null","null","0","12","null","null","39","39","null","null","0","null","12","null","0","null","12","null","29","37","null","null","7","12","null","null","22","35","null","null",
"1500000US530330319043","Block Group 3, Census Tract 319.04, King County, Washington","1052","null","287","null","865","239","null","null","30","48","null","null","0","12","null","null","18","19","null","null","0","null","12","null","117","null","177","null","22","35","null","null","0","12","null","null","22","35","null","null",
"1500000US530330319061","Block Group 1, Census Tract 319.06, King County, Washington","1636","null","306","null","1176","240","null","null","17","22","null","null","0","12","null","null","289","148","null","null","0","null","12","null","100","null","146","null","54","51","null","null","0","12","null","null","54","51","null","null",
"1500000US530330319062","Block Group 2, Census Tract 319.06, King County, Washington","2263","null","256","null","1680","243","null","null","72","83","null","null","0","12","null","null","335","147","null","null","0","null","12","null","39","null","47","null","137","111","null","null","0","12","null","null","137","111","null","null",
"1500000US530330319071","Block Group 1, Census Tract 319.07, King County, Washington","564","null","171","null","535","174","null","null","1","2","null","null","0","12","null","null","28","46","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330319072","Block Group 2, Census Tract 319.07, King County, Washington","681","null","213","null","434","151","null","null","17","29","null","null","0","12","null","null","148","158","null","null","0","null","12","null","45","null","79","null","37","59","null","null","0","12","null","null","37","59","null","null",
"1500000US530330319073","Block Group 3, Census Tract 319.07, King County, Washington","2200","null","434","null","1504","345","null","null","100","106","null","null","41","59","null","null","380","218","null","null","19","null","31","null","0","null","12","null","156","98","null","null","0","12","null","null","156","98","null","null",
"1500000US530330319074","Block Group 4, Census Tract 319.07, King County, Washington","2958","null","537","null","1197","315","null","null","242","164","null","null","0","12","null","null","1068","454","null","null","0","null","12","null","54","null","40","null","397","265","null","null","160","118","null","null","237","231","null","null",
"1500000US530330319075","Block Group 5, Census Tract 319.07, King County, Washington","1267","null","408","null","735","255","null","null","0","12","null","null","0","12","null","null","17","28","null","null","22","null","35","null","140","null","223","null","353","319","null","null","0","12","null","null","353","319","null","null",
"1500000US530330319081","Block Group 1, Census Tract 319.08, King County, Washington","1579","null","323","null","1129","218","null","null","189","204","null","null","0","12","null","null","146","89","null","null","0","null","12","null","17","null","25","null","98","79","null","null","73","73","null","null","25","31","null","null",
"1500000US530330319082","Block Group 2, Census Tract 319.08, King County, Washington","1915","null","439","null","886","227","null","null","329","216","null","null","0","12","null","null","303","244","null","null","0","null","12","null","259","null","317","null","138","81","null","null","35","56","null","null","103","59","null","null",
"1500000US530330319083","Block Group 3, Census Tract 319.08, King County, Washington","1146","null","321","null","799","270","null","null","121","135","null","null","0","12","null","null","73","78","null","null","35","null","49","null","30","null","45","null","88","75","null","null","0","12","null","null","88","75","null","null",
"1500000US530330319091","Block Group 1, Census Tract 319.09, King County, Washington","1765","null","221","null","1205","193","null","null","251","148","null","null","0","12","null","null","139","89","null","null","0","null","12","null","0","null","12","null","170","103","null","null","37","41","null","null","133","81","null","null",
"1500000US530330319092","Block Group 2, Census Tract 319.09, King County, Washington","1265","null","194","null","1016","214","null","null","39","43","null","null","0","12","null","null","192","111","null","null","0","null","12","null","1","null","2","null","17","23","null","null","0","12","null","null","17","23","null","null",
"1500000US530330320021","Block Group 1, Census Tract 320.02, King County, Washington","1982","null","293","null","1738","291","null","null","15","22","null","null","0","12","null","null","139","169","null","null","0","null","12","null","0","null","12","null","90","76","null","null","0","12","null","null","90","76","null","null",
"1500000US530330320022","Block Group 2, Census Tract 320.02, King County, Washington","1544","null","312","null","1488","287","null","null","9","14","null","null","0","12","null","null","8","13","null","null","0","null","12","null","27","null","31","null","12","18","null","null","0","12","null","null","12","18","null","null",
"1500000US530330320031","Block Group 1, Census Tract 320.03, King County, Washington","1811","null","300","null","1714","307","null","null","0","12","null","null","0","12","null","null","39","39","null","null","0","null","12","null","9","null","14","null","49","46","null","null","0","12","null","null","49","46","null","null",
"1500000US530330320032","Block Group 2, Census Tract 320.03, King County, Washington","1159","null","254","null","1030","248","null","null","9","13","null","null","0","12","null","null","16","19","null","null","0","null","12","null","0","null","12","null","104","70","null","null","0","12","null","null","104","70","null","null",
"1500000US530330320033","Block Group 3, Census Tract 320.03, King County, Washington","934","null","269","null","918","269","null","null","8","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330320034","Block Group 4, Census Tract 320.03, King County, Washington","1126","null","322","null","1087","320","null","null","16","18","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","23","25","null","null","0","12","null","null","23","25","null","null",
"1500000US530330320051","Block Group 1, Census Tract 320.05, King County, Washington","870","null","407","null","740","394","null","null","115","175","null","null","0","12","null","null","15","26","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330320052","Block Group 2, Census Tract 320.05, King County, Washington","1096","null","352","null","934","328","null","null","23","38","null","null","0","12","null","null","47","38","null","null","0","null","12","null","16","null","26","null","76","74","null","null","0","12","null","null","76","74","null","null",
"1500000US530330320053","Block Group 3, Census Tract 320.05, King County, Washington","948","null","311","null","806","265","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","58","null","90","null","84","111","null","null","34","70","null","null","50","81","null","null",
"1500000US530330320054","Block Group 4, Census Tract 320.05, King County, Washington","1570","null","427","null","1369","418","null","null","0","12","null","null","0","12","null","null","82","106","null","null","20","null","31","null","0","null","12","null","99","71","null","null","0","12","null","null","99","71","null","null",
"1500000US530330320055","Block Group 5, Census Tract 320.05, King County, Washington","1545","null","416","null","1338","412","null","null","15","23","null","null","0","12","null","null","154","145","null","null","0","null","12","null","0","null","12","null","38","61","null","null","0","12","null","null","38","61","null","null",
